,fips,state_name,hospital_name,hospital_type,hq_address,hq_city,hq_state,latitude,longtitude
2193,29071.0,Missouri,Mercy Hospital Washington,Short Term Acute Care Hospital,901 E 5th St,Washington,MO,38.5566,-91.0239
2194,29055.0,Missouri,Missouri Baptist Sullivan Hospital,Critical Access Hospital,751 Sappington Bridge Rd,Sullivan,MO,38.19585130000007,-91.170005
2195,29073.0,Missouri,Hermann Area District Hospital,Critical Access Hospital,509 W 18th St,Hermann,MO,38.69300570000007,-91.44966139999995
2196,29075.0,Missouri,Mosaic Medical Center - Albany (FKA Northwest Medical Center),Critical Access Hospital,705 N College St,Albany,MO,40.25277520000003,-94.32432769999996
2197,29077.0,Missouri,Mercy Hospital Springfield (FKA St Johns Hospital),Short Term Acute Care Hospital,1235 E Cherokee St,Springfield,MO,37.17936030000004,-93.275181
2198,29077.0,Missouri,Cox Medical Center South,Short Term Acute Care Hospital,3801 S National Ave,Springfield,MO,37.14528850000005,-93.27942579999996
2199,29079.0,Missouri,Wright Memorial Hospital,Critical Access Hospital,191 Iowa Blvd,Trenton,MO,40.067598100000055,-93.58172229999995
2200,29081.0,Missouri,Harrison County Community Hospital,Critical Access Hospital,2600 Miller St,Bethany,MO,40.2652,-94.0268
2201,29083.0,Missouri,Golden Valley Memorial Hospital,Short Term Acute Care Hospital,1600 N 2nd St,Clinton,MO,38.389614900000026,-93.76842969999996
2202,29091.0,Missouri,Ozarks Medical Center (AKA Ozarks Healthcare),Short Term Acute Care Hospital,1100 N Kentucky Ave,West Plains,MO,36.73826920000005,-91.8746771
2203,29091.0,Missouri,Mercy St Francis Hospital,Critical Access Hospital,100 W Us Highway 60,Mountain View,MO,37.00258750000006,-91.70314269999994
2204,29095.0,Missouri,Childrens Mercy Adele Hall Campus,Childrens Hospital,2401 Gillham Rd,Kansas City,MO,39.08346750000004,-94.57711289999996
2205,29095.0,Missouri,Saint Lukes East Hospital,Short Term Acute Care Hospital,100 Ne Saint Lukes Blvd,Lees Summit,MO,38.940093500000046,-94.37764969999996
2206,29095.0,Missouri,St Joseph Medical Center,Short Term Acute Care Hospital,1000 Carondelet Dr,Kansas City,MO,38.935667,-94.60361749999998
2207,29095.0,Missouri,Truman Medical Center Lakewood,Short Term Acute Care Hospital,7900 Lees Summit Rd,Kansas City,MO,38.97536540000005,-94.3942712
2208,29095.0,Missouri,Centerpoint Medical Center,Short Term Acute Care Hospital,19600 E 39th St S,Independence,MO,39.049437400000045,-94.34881389999998
2209,29095.0,Missouri,Saint Lukes Hospital of Kansas City,Short Term Acute Care Hospital,4401 Wornall Rd,Kansas City,MO,39.047445,-94.59004939999994
2210,29095.0,Missouri,Lees Summit Medical Center,Short Term Acute Care Hospital,2100 Se Blue Pkwy,Lees Summit,MO,38.90359,-94.33307509999996
2211,29095.0,Missouri,St Marys Medical Center,Short Term Acute Care Hospital,201 Nw R D Mize Rd,Blue Springs,MO,39.02557710000008,-94.26344749999998
2212,29095.0,Missouri,Research Medical Center,Short Term Acute Care Hospital,2316 E Meyer Blvd,Kansas City,MO,39.00880340000003,-94.55809059999996
2213,29095.0,Missouri,Truman Medical Center Hospital Hill (FKA Truman Medical Center Health Sciences District),Short Term Acute Care Hospital,2301 Holmes St,Kansas City,MO,39.0844,-94.5752
2214,29095.0,Missouri,Kansas City VA Medical Center,VA Hospital,4801 E Linwood Blvd,Kansas City,MO,39.06367680000005,-94.52774109999996
2215,29145.0,Missouri,Freeman Hospital West,Short Term Acute Care Hospital,1102 W 32nd St,Joplin,MO,37.052636,-94.52683119999996
2216,29097.0,Missouri,Mercy Hospital Carthage (FKA Mercy Mccune-Brooks Hospital),Critical Access Hospital,3125 Dr Russell Smith Way,Carthage,MO,37.13616230000008,-94.32120239999996
2217,29145.0,Missouri,Mercy Hospital Joplin,Short Term Acute Care Hospital,100 Mercy Way,Joplin,MO,37.03654720000003,-94.509759
2218,29189.0,Missouri,SSM Health St Clare Hospital - Fenton,Short Term Acute Care Hospital,1015 Bowles Ave,Fenton,MO,38.52920960000006,-90.475447
2219,29099.0,Missouri,Mercy Hospital Jefferson (FKA Jefferson Regional Medical Center),Short Term Acute Care Hospital,1400 US-61,Festus,MO,38.132426,-90.373804
2220,29101.0,Missouri,Western Missouri Medical Center,Short Term Acute Care Hospital,403 Burkarth Rd,Warrensburg,MO,38.765869,-93.72240739999997
2221,29105.0,Missouri,Mercy Hospital Lebanon,Short Term Acute Care Hospital,100 Hospital Dr,Lebanon,MO,37.68157350000007,-92.63429469999994
2222,29107.0,Missouri,Lafayette Regional Health Center,Critical Access Hospital,1500 State St,Lexington,MO,39.18971540000007,-93.8772234
2223,29109.0,Missouri,Mercy Hospital Aurora (FKA St Johns Hospital Aurora),Critical Access Hospital,500 Porter Ave,Aurora,MO,36.969776600000046,-93.70997259999996
2224,29113.0,Missouri,Mercy Hospital Lincoln (FKA Lincoln County Medical Center),Critical Access Hospital,1000 E Cherry St,Troy,MO,38.983042700000055,-90.96357929999994
2225,29115.0,Missouri,Pershing Memorial Hospital,Critical Access Hospital,130 E Lockling St,Brookfield,MO,39.77491320000007,-93.06840539999996
2226,29117.0,Missouri,Hedrick Medical Center,Critical Access Hospital,2799 N Washington St,Chillicothe,MO,39.81700560000007,-93.55110479999996
2227,29127.0,Missouri,Hannibal Regional Hospital,Short Term Acute Care Hospital,6000 Hospital Dr,Hannibal,MO,39.69898080000007,-91.39454059999996
2228,29201.0,Missouri,Missouri Delta Medical Center,Short Term Acute Care Hospital,1008 N Main St,Sikeston,MO,36.88922540000004,-89.58436369999998
2229,29145.0,Missouri,Freeman Neosho Hospital,Critical Access Hospital,336 S Jefferson St,Neosho,MO,36.86601540000004,-94.37040439999998
2230,29147.0,Missouri,Mosaic Medical Center - Maryville (FKA SSM Health St Francis Hospital - Maryville),Short Term Acute Care Hospital,2016 S Main St,Maryville,MO,40.325999600000046,-94.87609159999994
2231,29155.0,Missouri,Pemiscot Memorial Hospital,Short Term Acute Care Hospital,946 E Reed St,Hayti,MO,36.23742470000008,-89.74054009999998
2232,29157.0,Missouri,Perry County Memorial Hospital,Critical Access Hospital,434 N West St,Perryville,MO,37.73228820000003,-89.86512209999995
2233,29159.0,Missouri,Bothwell Regional Health Center,Short Term Acute Care Hospital,601 E 14th St,Sedalia,MO,38.69939420000003,-93.22120979999994
2234,29161.0,Missouri,Phelps Health (FKA Phelps County Regional Medical Center),Short Term Acute Care Hospital,1000 W 10th St,Rolla,MO,37.95260510000003,-91.78535119999998
2235,29163.0,Missouri,Pike County Memorial Hospital,Critical Access Hospital,2305 Georgia St,Louisiana,MO,39.44073090000006,-91.0647641
2236,29165.0,Missouri,Saint Lukes North Hospital - Barry Road,Short Term Acute Care Hospital,5830 Nw Barry Rd,Kansas City,MO,39.248877,-94.648331
2237,29167.0,Missouri,Citizens Memorial Hospital,Short Term Acute Care Hospital,1500 N Oakland Ave,Bolivar,MO,37.62653690000008,-93.42004409999998
2238,29171.0,Missouri,Putnam County Memorial Hospital,Critical Access Hospital,1926 Oak St,Unionville,MO,40.48209470000006,-93.00567249999996
2239,29175.0,Missouri,Moberly Regional Medical Center,Short Term Acute Care Hospital,1515 Union Ave,Moberly,MO,39.42523690000007,-92.41368629999994
2240,29177.0,Missouri,Ray County Memorial Hospital,Critical Access Hospital,904 Wollard Blvd,Richmond,MO,39.263084400000025,-93.95759649999997
2241,29183.0,Missouri,SSM Health St Joseph Hospital - St Charles,Short Term Acute Care Hospital,300 1st Capitol Dr,St Charles,MO,38.78082920000003,-90.48480059999996
2242,29183.0,Missouri,SSM Health St Joseph Hospital - Lake Saint Louis,Short Term Acute Care Hospital,100 Medical Plz,Lake St Louis,MO,38.80258560000004,-90.77581579999998
2243,29183.0,Missouri,Barnes-Jewish St Peters Hospital,Short Term Acute Care Hospital,10 Hospital Dr,Saint Peters,MO,38.79363990000007,-90.57966239999996
2244,29183.0,Missouri,Progress West Hospital (FKA Progress West Healthcare Center),Short Term Acute Care Hospital,2 Progress Point Pkwy,O Fallon,MO,38.71543950000006,-90.69875649999994
2245,29186.0,Missouri,Ste Genevieve County Memorial Hospital,Critical Access Hospital,800 Ste Genevieve Dr,Sainte Genevieve,MO,37.96925970000007,-90.0544617
2246,29187.0,Missouri,Parkland Health Center - Farmington,Short Term Acute Care Hospital,1101 W Liberty St,Farmington,MO,37.78176540000004,-90.43834479999998
2247,29189.0,Missouri,Missouri Baptist Medical Center,Short Term Acute Care Hospital,3015 N Ballas Rd,Saint Louis,MO,38.63622250000003,-90.44652
2248,29189.0,Missouri,SSM Health DePaul Hospital - St Louis,Short Term Acute Care Hospital,12303 De Paul Dr,Bridgeton,MO,38.75025540000007,-90.4341088
2249,29189.0,Missouri,SSM Health St Marys Hospital - St Louis,Short Term Acute Care Hospital,6420 Clayton Rd,Saint Louis,MO,38.63401920000007,-90.3110319
2250,29189.0,Missouri,St Lukes Hospital,Short Term Acute Care Hospital,232 S Woods Mill Rd,Chesterfield,MO,38.65121260000007,-90.50320439999996
2251,29189.0,Missouri,Christian Hospital,Short Term Acute Care Hospital,11133 Dunn Rd,Saint Louis,MO,38.77649870000005,-90.24024249999997
2252,29189.0,Missouri,Barnes-Jewish West County Hospital,Short Term Acute Care Hospital,12634 Olive Blvd,Creve Coeur,MO,38.67626020000006,-90.46738939999994
2253,29189.0,Missouri,St Lukes Des Peres Hospital,Short Term Acute Care Hospital,2345 Dougherty Ferry Rd,Saint Louis,MO,38.58492770000004,-90.45208189999994
2254,29189.0,Missouri,Mercy Hospital St Louis,Short Term Acute Care Hospital,615 S New Ballas Rd,Saint Louis,MO,38.64553390000003,-90.4462228
2255,29189.0,Missouri,Mercy Hospital South (FKA St Anthonys Medical Center),Short Term Acute Care Hospital,10010 Kennerly Rd,Saint Louis,MO,38.50705590000007,-90.380164
2256,29195.0,Missouri,Fitzgibbon Hospital,Short Term Acute Care Hospital,2305 S Highway 65,Marshall,MO,39.09174360000003,-93.21277429999998
2257,29199.0,Missouri,Scotland County Hospital,Critical Access Hospital,450 E Sigler Ave,Memphis,MO,40.465468,-92.16455
2258,29207.0,Missouri,Southeast Health Center of Stoddard County (FKA Dexter Hospital),Short Term Acute Care Hospital,1200 N One Mile Rd,Dexter,MO,36.807452400000045,-89.96746739999998
2259,29211.0,Missouri,Sullivan County Memorial Hospital,Critical Access Hospital,630 W 3rd St,Milan,MO,40.2019,-93.1328
2260,29213.0,Missouri,Cox Medical Center Branson (FKA Skaggs Regional Medical Center),Short Term Acute Care Hospital,525 Branson Landing Blvd,Branson,MO,36.65111850000005,-93.22162919999994
2261,29215.0,Missouri,Texas County Memorial Hospital,Short Term Acute Care Hospital,1333 S Sam Houston Blvd,Houston,MO,37.3154,-91.9599
2262,29217.0,Missouri,Nevada Regional Medical Center,Short Term Acute Care Hospital,800 S Ash St,Nevada,MO,37.83090790000006,-94.3605275
2263,29221.0,Missouri,Washington County Memorial Hospital,Critical Access Hospital,300 Health Way Dr,Potosi,MO,37.92583830000007,-90.77279149999998
2264,29510.0,Missouri,South City Hospital (FKA St Alexius Hospital - Broadway Campus),Short Term Acute Care Hospital,3933 S Broadway,Saint Louis,MO,38.58369970000007,-90.22857609999994
2265,29510.0,Missouri,Barnes-Jewish Hospital,Short Term Acute Care Hospital,1 Barnes Jewish Hospital Plz,Saint Louis,MO,38.63523370000007,-90.26486509999997
2266,29510.0,Missouri,SSM Health Saint Louis University Hospital,Short Term Acute Care Hospital,1201 S Grand Blvd,Saint Louis,MO,38.62360763500004,-90.24014282199994
2267,29510.0,Missouri,VA St Louis Health Care System - John Cochran Division,VA Hospital,915 N Grand Blvd,Saint Louis,MO,38.64223590000006,-90.2305333
2268,30001.0,Montana,Barrett Hospital & HealthCare (FKA Barrett Memorial Hospital),Critical Access Hospital,600 Hwy 91 S,Dillon,MT,45.207425,-112.64262549999997
2269,30003.0,Montana,Big Horn County Memorial Hospital,Critical Access Hospital,17 N Miles Ave,Hardin,MT,45.72905920000005,-107.61650059999994
2270,30003.0,Montana,Crow Service Unit (AKA Crow/Northern Cheyenne Hospital),Critical Access Hospital,1010 7650 E,Crow Agency,MT,45.655,-107.3053
2271,30011.0,Montana,Dahl Memorial Healthcare,Critical Access Hospital,215 Sandy St,Ekalaka,MT,45.8877,-104.5465
2272,30013.0,Montana,Benefis Hospital - East Campus,Short Term Acute Care Hospital,1101 26th St S,Great Falls,MT,47.4917,-111.2608
2273,30013.0,Montana,Great Falls Clinic Hospital,Short Term Acute Care Hospital,3010 15th Ave S,Great Falls,MT,47.4892,-111.2558
2274,30015.0,Montana,Missouri River Medical Center,Critical Access Hospital,1501 St Charles St,Fort Benton,MT,47.82104490000006,-110.67206539999997
2275,30017.0,Montana,Holy Rosary Healthcare,Critical Access Hospital,2600 Wilson St,Miles City,MT,46.39537830000006,-105.82810879999994
2276,30019.0,Montana,Daniels Memorial Healthcare Center,Critical Access Hospital,105 5th Ave E,Scobey,MT,48.7884,-105.4193
2277,30021.0,Montana,Glendive Medical Center,Critical Access Hospital,202 Prospect Dr,Glendive,MT,47.117664,-104.703999
2278,30023.0,Montana,Community Hospital of Anaconda,Critical Access Hospital,401 W Pennsylvania St,Anaconda,MT,46.13281030000008,-112.95754919999996
2279,30027.0,Montana,Central Montana Medical Center,Critical Access Hospital,408 Wendell Ave,Lewistown,MT,47.06035430000003,-109.44200819999998
2280,30029.0,Montana,North Valley Hospital,Critical Access Hospital,1600 Hospital Way,Whitefish,MT,48.38070390000007,-114.33135739999994
2281,30029.0,Montana,Kalispell Regional Medical Center,Short Term Acute Care Hospital,310 Sunnyview Ln,Kalispell,MT,48.21476750000005,-114.32367739999997
2282,30029.0,Montana,The HealthCenter,Short Term Acute Care Hospital,320 Sunnyview Ln,Kalispell,MT,48.21561030000004,-114.3231765
2283,30031.0,Montana,Bozeman Health Deaconess Hospital,Short Term Acute Care Hospital,915 Highland Blvd,Bozeman,MT,45.66984610000003,-111.019974
2284,30033.0,Montana,Garfield County Health Center,Critical Access Hospital,332 Leavitt Ave,Jordan,MT,47.31888690000005,-106.91124269999996
2285,30035.0,Montana,Blackfeet Service Unit (AKA Blackfeet Community Hospital),Short Term Acute Care Hospital,760 Hospital Circle,Browning,MT,48.5484,-112.9521
2286,30035.0,Montana,Northern Rockies Medical Center,Critical Access Hospital,802 2nd St Se,Cut Bank,MT,48.62810250000007,-112.32677259999996
2287,30041.0,Montana,Northern Montana Hospital,Short Term Acute Care Hospital,30 13th St,Havre,MT,48.53684890000005,-109.68545479999996
2288,30047.0,Montana,St Luke Community Hospital,Critical Access Hospital,107 6th Ave Sw,Ronan,MT,47.52866160000008,-114.10693549999996
2289,30047.0,Montana,Providence St Joseph Medical Center,Critical Access Hospital,6 13th Ave E,Polson,MT,47.68221970000008,-114.16244669999998
2290,30049.0,Montana,Montana VA Health Care System (AKA VA Medical Center and Ambulatory Care Clinic),VA Hospital,3687 Veterans Dr,Fort Harrison,MT,46.62153180000007,-112.10183559999996
2291,30049.0,Montana,St Peters Health Regional Medical Center (FKA St Peters Hospital),Short Term Acute Care Hospital,2475 E Broadway St,Helena,MT,46.584141300000056,-111.99469229999994
2292,30051.0,Montana,Liberty Medical Center (FKA Liberty County Hospital),Critical Access Hospital,315 W Madison Ave,Chester,MT,48.51023840000005,-110.97110969999994
2293,30053.0,Montana,Cabinet Peaks Medical Center (FKA St Johns Lutheran Hospital),Critical Access Hospital,209 Health Park Dr,Libby,MT,48.39259640000006,-115.54591289999996
2294,30055.0,Montana,McCone County Health Center,Critical Access Hospital,605 Sullivan Ave,Circle,MT,47.419164,-105.577427
2295,30057.0,Montana,Ruby Valley Medical Center,Critical Access Hospital,321 Madison St,Sheridan,MT,45.45285320000005,-112.19104579999998
2296,30059.0,Montana,Mountainview Medical Center,Critical Access Hospital,16 W Main St,White Sulphur Springs,MT,46.547501100000034,-110.90424979999996
2297,30063.0,Montana,Providence St Patrick Hospital,Short Term Acute Care Hospital,500 W Broadway St,Missoula,MT,46.87555940000004,-114.00002969999996
2298,30063.0,Montana,Community Medical Center,Short Term Acute Care Hospital,2827 Fort Missoula Rd,Missoula,MT,46.84746130000008,-114.04740769999997
2299,30065.0,Montana,Roundup Memorial Healthcare,Critical Access Hospital,1202 3rd St W,Roundup,MT,46.453656,-108.54526769999995
2300,30067.0,Montana,Livingston HealthCare,Critical Access Hospital,320 Alpenglow Ln,Livingston,MT,45.675195400000064,-110.52684119999998
2301,30073.0,Montana,Pondera Medical Center,Critical Access Hospital,805 Sunset Blvd,Conrad,MT,48.173899,-111.956589
2302,30079.0,Montana,Prairie Community Hospital,Critical Access Hospital,312 Adams Ave S,Terry,MT,46.7915,-105.3159
2303,30081.0,Montana,Marcus Daly Memorial Hospital - CAH,Critical Access Hospital,1200 Westwood Dr,Hamilton,MT,46.248255,-114.172039
2304,30083.0,Montana,Sidney Health Center,Critical Access Hospital,216 14th Ave Sw,Sidney,MT,47.715075,-104.17323969999995
2305,30085.0,Montana,Trinity Hospital,Critical Access Hospital,315 Knapp St,Wolf Point,MT,48.10125290000008,-105.64181159999998
2306,30085.0,Montana,Roosevelt Medical Center,Critical Access Hospital,818 2nd Ave E,Culbertson,MT,48.1508,-104.5153
2307,30085.0,Montana,Poplar Community Hospital,Critical Access Hospital,211 H St,Poplar,MT,48.11529530000007,-105.19272209999995
2308,30089.0,Montana,Clark Fork Valley Hospital,Critical Access Hospital,10 Kruger Rd,Plains,MT,47.46953240000005,-114.89175339999996
2309,30091.0,Montana,Sheridan Memorial Hospital Association,Critical Access Hospital,440 W Laurel Ave,Plentywood,MT,48.77837490000008,-104.563461
2310,30093.0,Montana,St James Healthcare,Short Term Acute Care Hospital,400 S Clark St,Butte,MT,46.00894120000004,-112.54599209999998
2311,30095.0,Montana,Stillwater Billings Clinic,Critical Access Hospital,710 11th St N,Columbus,MT,45.64283180000007,-109.24227329999997
2312,30097.0,Montana,Pioneer Medical Center,Critical Access Hospital,301 W 7th Ave,Big Timber,MT,45.82825160000005,-109.95246729999997
2313,30099.0,Montana,Benefis Teton Medical Center,Critical Access Hospital,915 4th St Nw,Choteau,MT,47.814359,-112.192751
2314,30101.0,Montana,Marias Medical Center,Critical Access Hospital,640 Park Ave,Shelby,MT,48.509745,-111.849463
